order_id,order_date,customer_id,product_id,product_name,category,quantity,unit_price,discount,cost,region,payment_method,order_status
ORD003894,2026-05-31,CUST00613,PROD003,Headphones,Electronics,4,3500,15.0,8400,East,Credit Card,Completed
ORD003895,2025-11-14,CUST01087,PROD008,Shoes,Fashion,2,4500,0.0,5200,North,UPI,Pending
ORD003896,2025-10-14,CUST02485,PROD004,Keyboard,Electronics,3,1800,0.0,3000,East,COD,Completed
ORD003897,2026-03-15,CUST00221,PROD008,Shoes,Fashion,1,4500,10.0,2600,North,UPI,Pending
ORD003898,2025-11-06,CUST02861,PROD002,Smartphone,Electronics,5,28000,10.0,95000,North,Credit Card,Completed
ORD003899,2025-11-27,CUST01958,PROD004,Keyboard,Electronics,4,1800,5.0,4000,West,Credit Card,Completed
ORD003900,2025-07-09,CUST01837,PROD003,Headphones,Electronics,1,3500,0.0,2100,West,COD,Completed
ORD003901,2026-07-18,CUST02656,PROD005,Office Chair,Furniture,3,8500,0.0,15600,East,Credit Card,Completed
ORD003902,2026-08-12,CUST00331,PROD006,Desk,Furniture,3,12000,5.0,22800,North,COD,Completed
ORD003903,2025-03-21,CUST01801,PROD002,Smartphone,Electronics,5,28000,20.0,95000,West,UPI,Completed
ORD003904,2026-03-22,CUST01616,PROD007,Backpack,Accessories,4,2200,0.0,4800,South,COD,Completed
ORD003905,2025-01-15,CUST00787,PROD010,Watch,Accessories,5,5500,0.0,15500,East,Credit Card,Completed
ORD003906,2025-08-12,CUST00101,PROD001,Laptop,Electronics,3,65000,0.0,144000,East,Debit Card,Completed
ORD003907,2026-08-12,CUST00061,PROD001,Laptop,Electronics,1,65000,0.0,48000,West,Credit Card,Completed
ORD003908,2025-04-17,CUST02933,PROD010,Watch,Accessories,4,5500,20.0,12400,East,UPI,Completed
ORD003909,2025-08-17,CUST02428,PROD007,Backpack,Accessories,2,2200,10.0,2400,West,Debit Card,Completed
ORD003910,2025-05-14,CUST00476,PROD010,Watch,Accessories,4,5500,10.0,12400,North,Net Banking,Completed
ORD003911,2026-03-19,CUST01221,PROD008,Shoes,Fashion,3,4500,10.0,7800,North,UPI,Completed
ORD003912,2025-10-09,CUST03068,PROD008,Shoes,Fashion,2,4500,5.0,5200,West,Debit Card,Completed
ORD003913,2025-12-27,CUST02038,PROD002,Smartphone,Electronics,1,28000,0.0,19000,South,Credit Card,Completed
ORD003914,2026-07-27,CUST01822,PROD006,Desk,Furniture,5,12000,0.0,38000,North,COD,Completed
ORD003915,2025-11-13,CUST03305,PROD004,Keyboard,Electronics,4,1800,10.0,4000,North,Credit Card,Completed
ORD003916,2026-03-22,CUST02859,PROD009,T-Shirt,Fashion,2,1200,20.0,1300,South,Debit Card,Completed
ORD003917,2025-03-01,CUST01000,PROD001,Laptop,Electronics,4,65000,5.0,192000,West,UPI,Completed
ORD003918,2025-05-11,CUST02650,PROD001,Laptop,Electronics,5,65000,5.0,240000,South,UPI,Completed
ORD003919,2026-07-29,CUST01878,PROD006,Desk,Furniture,4,12000,0.0,30400,North,Credit Card,Completed
ORD003920,2026-06-06,CUST01536,PROD010,Watch,Accessories,5,5500,5.0,15500,East,UPI,Completed
ORD003921,2026-02-03,CUST00001,PROD010,Watch,Accessories,3,5500,15.0,9300,West,COD,Completed
ORD003922,2025-08-18,CUST02910,PROD006,Desk,Furniture,2,12000,0.0,15200,East,COD,Completed
ORD003923,2025-05-02,CUST02922,PROD005,Office Chair,Furniture,5,8500,5.0,26000,North,UPI,Completed
ORD003924,2026-06-01,CUST00408,PROD003,Headphones,Electronics,4,3500,20.0,8400,North,Credit Card,Completed
ORD003925,2026-04-22,CUST01665,PROD010,Watch,Accessories,4,5500,20.0,12400,North,UPI,Completed
ORD003926,2025-05-27,CUST00705,PROD002,Smartphone,Electronics,4,28000,5.0,76000,South,Net Banking,Completed
ORD003927,2025-12-25,CUST02511,PROD002,Smartphone,Electronics,5,28000,0.0,95000,North,Credit Card,Completed
ORD003928,2026-01-11,CUST00535,PROD006,Desk,Furniture,4,12000,5.0,30400,North,UPI,Completed
ORD003929,2025-10-17,CUST00201,PROD004,Keyboard,electronics,5,1800,10.0,5000,North,Credit Card,Pending
ORD003930,2026-07-17,CUST01627,PROD005,Office Chair,Furniture,1,8500,0.0,5200,South,UPI,Completed
ORD003931,2025-03-17,CUST00663,PROD010,Watch,Accessories,4,5500,20.0,12400,West,Debit Card,Pending
ORD003932,2025-06-06,CUST01036,PROD003,Headphones,Electronics,2,3500,0.0,4200,West,Credit Card,Cancelled
ORD003933,2025-02-27,CUST03115,PROD009,T-Shirt,Fashion,1,1200,15.0,650,South,UPI,Completed
ORD003934,2026-02-25,CUST01196,PROD003,Headphones,Electronics,2,3500,10.0,4200,North,UPI,Completed
ORD003935,2026-01-26,CUST01348,PROD004,Keyboard,Electronics,5,1800,5.0,5000,North,UPI,Returned
ORD003936,2026-08-23,CUST02261,PROD001,Laptop,Electronics,5,65000,5.0,240000,North,Credit Card,Completed
ORD003937,2025-04-02,CUST03267,PROD007,Backpack,Accessories,2,2200,20.0,2400,East,COD,Completed
ORD003938,2025-10-01,CUST03267,PROD009,T-Shirt,Fashion,1,1200,0.0,650,East,UPI,Completed
ORD003939,2025-02-23,CUST03090,PROD009,T-Shirt,Fashion,3,1200,15.0,1950,North,Credit Card,Completed
ORD003940,2026-02-12,CUST00411,PROD002,Smartphone,Electronics,2,28000,0.0,38000,North,Debit Card,Completed
ORD003941,2026-02-14,CUST01391,PROD008,Shoes,Fashion,3,4500,15.0,7800,East,UPI,Completed
ORD003942,2026-06-05,CUST02572,PROD002,Smartphone,Electronics,4,28000,5.0,76000,South,Credit Card,Completed
ORD003943,2025-07-26,CUST00289,PROD007,Backpack,Accessories,2,2200,10.0,2400,South,UPI,Completed
ORD003944,2025-07-08,CUST02890,PROD008,Shoes,Fashion,1,4500,0.0,2600,South,UPI,Completed
ORD003945,2025-02-13,CUST00831,PROD002,Smartphone,Electronics,1,28000,0.0,19000,West,Credit Card,Completed
ORD003946,2025-09-09,CUST03339,PROD002,Smartphone,Electronics,4,28000,5.0,76000,South,Credit Card,Completed
ORD003947,2025-10-16,CUST00718,PROD001,Laptop,Electronics,1,65000,20.0,48000,North,UPI,Completed
ORD003948,2026-04-03,CUST00518,PROD008,Shoes,Fashion,2,4500,0.0,5200,West,Net Banking,Completed
ORD003949,2026-04-03,CUST02782,PROD007,Backpack,Accessories,5,2200,0.0,6000,East,UPI,Completed
ORD003950,2025-03-27,CUST03093,PROD002,Smartphone,Electronics,1,28000,5.0,19000,North,Credit Card,Completed
ORD003951,2025-06-23,CUST01504,PROD006,Desk,Furniture,4,12000,5.0,30400,South,Debit Card,Completed
ORD003952,2025-11-07,CUST02925,PROD008,Shoes,Fashion,1,4500,0.0,2600,East,Debit Card,Completed
ORD003953,2025-07-23,CUST00809,PROD003,Headphones,Electronics,5,3500,0.0,10500,West,Credit Card,Completed
ORD003954,2025-01-16,CUST03299,PROD007,Backpack,Accessories,4,2200,0.0,4800,South,Credit Card,Completed
ORD003955,2026-05-29,CUST02286,PROD003,Headphones,Electronics,5,3500,5.0,10500,South,UPI,Completed
ORD003956,2026-03-20,CUST01383,PROD003,Headphones,Electronics,4,3500,15.0,8400,West,Debit Card,Cancelled
ORD003957,2025-11-12,CUST03430,PROD004,Keyboard,Electronics,3,1800,5.0,3000,West,Credit Card,Completed
ORD003958,2025-07-12,CUST01319,PROD004,Keyboard,Electronics,5,1800,0.0,5000,South,Credit Card,Completed
ORD003959,2026-05-27,CUST01741,PROD005,Office Chair,Furniture,4,8500,15.0,20800,West,UPI,Completed
ORD003960,2025-01-22,CUST01264,PROD003,Headphones,Electronics,1,3500,5.0,2100,West,UPI,Completed
ORD003961,2025-09-28,CUST01220,PROD004,Keyboard,Electronics,3,1800,0.0,3000,West,Debit Card,Completed
ORD003962,2026-05-02,CUST00307,PROD007,Backpack,Accessories,3,2200,0.0,3600,North,Net Banking,Completed
ORD003963,2026-08-02,CUST00631,PROD004,Keyboard,Electronics,2,1800,0.0,2000,South,UPI,Completed
ORD003964,2025-06-02,CUST01017,PROD007,Backpack,Accessories,3,2200,0.0,3600,East,UPI,Completed
ORD003965,2026-01-31,CUST02691,PROD002,Smartphone,Electronics,5,28000,5.0,95000,West,UPI,Completed
ORD003966,2025-04-26,CUST01242,PROD002,Smartphone,Electronics,1,28000,10.0,19000,South,Credit Card,Completed
ORD003967,2025-03-12,CUST01136,PROD009,T-Shirt,Fashion,5,1200,10.0,3250,West,COD,Completed
ORD003968,2025-08-03,CUST01265,PROD005,Office Chair,Furniture,4,8500,0.0,20800,North,Credit Card,Completed
ORD003969,2026-06-22,CUST01339,PROD007,Backpack,Accessories,1,2200,0.0,1200,North,UPI,Completed
ORD003970,2026-02-23,CUST02506,PROD008,Shoes,Fashion,2,4500,20.0,5200,North,Credit Card,Completed
ORD003971,2025-10-24,CUST02364,PROD002,Smartphone,Electronics,5,28000,15.0,95000,West,UPI,Completed
ORD003972,2025-06-21,CUST01923,PROD010,Watch,Accessories,4,5500,0.0,12400,West,Net Banking,Completed
ORD003973,2025-03-27,CUST01311,PROD005,Office Chair,Furniture,1,8500,10.0,5200,South,UPI,Completed
ORD003974,2025-06-14,CUST01672,PROD009,T-Shirt,Fashion,1,1200,15.0,650,West,UPI,Completed
ORD003975,2025-04-03,CUST01030,PROD005,Office Chair,Furniture,5,8500,20.0,26000,West,Credit Card,Completed
ORD003976,2025-04-24,CUST01607,PROD005,Office Chair,Furniture,1,8500,10.0,5200,North,UPI,Completed
ORD003977,2026-02-22,CUST03414,PROD007,Backpack,Accessories,4,2200,5.0,4800,North,Debit Card,Completed
ORD003978,2025-03-22,CUST03044,PROD002,Smartphone,Electronics,5,28000,20.0,95000,West,COD,Completed
ORD003979,2025-01-29,CUST00929,PROD007,Backpack,Accessories,1,2200,0.0,1200,West,Credit Card,Completed
ORD003980,2025-11-26,CUST00758,PROD010,Watch,Accessories,1,5500,0.0,3100,East,Debit Card,Pending
ORD003981,2025-06-23,CUST01219,PROD007,Backpack,Accessories,5,2200,10.0,6000,South,Credit Card,Completed
ORD003982,2025-10-04,CUST00342,PROD001,Laptop,Electronics,5,65000,0.0,240000,North,UPI,Completed
ORD003983,2025-03-26,CUST01232,PROD007,Backpack,Accessories,3,2200,0.0,3600,West,Credit Card,Cancelled
ORD003984,2025-05-08,CUST01208,PROD001,Laptop,Electronics,2,65000,15.0,96000,North,UPI,Completed
ORD003985,2025-09-25,CUST03023,PROD002,Smartphone,Electronics,1,28000,5.0,19000,North,UPI,Completed
ORD003986,2026-02-23,CUST00875,PROD003,Headphones,Electronics,5,3500,10.0,10500,South,Credit Card,Completed
ORD003987,2025-09-09,CUST01277,PROD004,Keyboard,Electronics,4,1800,10.0,4000,West,Credit Card,Completed
ORD003988,2025-11-25,CUST00455,PROD001,Laptop,Electronics,5,65000,0.0,240000,South,Net Banking,Completed
ORD003989,2025-11-13,CUST00121,PROD001,Laptop,Electronics,4,65000,10.0,192000,North,Credit Card,Completed
ORD003990,2025-06-13,CUST01379,PROD008,Shoes,Fashion,3,4500,0.0,7800,North,UPI,Completed
ORD003991,2025-06-19,CUST02046,PROD005,Office Chair,Furniture,3,8500,0.0,15600,South,Debit Card,Completed
ORD003992,2025-09-16,CUST00769,PROD002,Smartphone,Electronics,2,28000,0.0,38000,North,Net Banking,Completed
ORD003993,2025-01-20,CUST01397,PROD005,Office Chair,Furniture,4,8500,10.0,20800,East,Debit Card,Completed
ORD003994,2026-02-21,CUST01245,PROD007,Backpack,Accessories,1,2200,10.0,1200,South,Net Banking,Completed
ORD003995,2026-01-08,CUST01470,PROD008,Shoes,Fashion,1,4500,5.0,2600,West,Credit Card,Completed
ORD003996,2025-07-05,CUST00083,PROD003,Headphones,Electronics,5,3500,5.0,10500,West,Debit Card,Completed
ORD003997,2025-08-15,CUST02728,PROD002,Smartphone,Electronics,2,28000,5.0,38000,South,Debit Card,Returned
ORD003998,2025-07-19,CUST01653,PROD010,Watch,Accessories,1,5500,15.0,3100,South,Credit Card,Completed
ORD003999,2026-01-31,CUST01655,PROD007,Backpack,Accessories,4,2200,20.0,4800,North,Net Banking,Completed
ORD004000,2026-04-07,CUST00381,PROD010,Watch,Accessories,2,5500,10.0,6200,East,Debit Card,Completed
ORD004001,2025-03-07,CUST03230,PROD004,Keyboard,Electronics,2,1800,0.0,2000,East,Credit Card,Completed
ORD004002,2025-09-08,CUST03264,PROD002,Smartphone,Electronics,3,28000,5.0,57000,West,Net Banking,Returned
ORD004003,2025-01-09,CUST00613,PROD004,Keyboard,Electronics,3,1800,0.0,3000,South,UPI,Pending
ORD004004,2025-10-02,CUST00644,PROD004,Keyboard,Electronics,4,1800,10.0,4000,West,UPI,Completed
ORD004005,2025-05-31,CUST03229,PROD008,Shoes,Fashion,5,4500,5.0,13000,South,COD,Completed
ORD004006,2025-07-23,CUST01237,PROD008,Shoes,Fashion,5,4500,15.0,13000,West,UPI,Completed
ORD004007,2025-10-05,CUST00797,PROD001,Laptop,Electronics,5,65000,10.0,240000,South,COD,Completed
ORD004008,2025-07-16,CUST01960,PROD006,Desk,Furniture,3,12000,0.0,22800,South,UPI,Completed
ORD004009,2025-08-28,CUST01303,PROD004,Keyboard,Electronics,3,1800,0.0,3000,West,COD,Completed
ORD004010,2026-04-10,CUST02490,PROD007,Backpack,Accessories,1,2200,15.0,1200,East,UPI,Completed
ORD004011,2026-05-07,CUST00797,PROD004,Keyboard,Electronics,3,1800,5.0,3000,West,Credit Card,Completed
ORD004012,2025-01-04,,PROD006,Desk,Furniture,4,12000,0.0,30400,North,UPI,Completed
ORD004013,2025-08-18,CUST02002,PROD008,Shoes,Fashion,5,4500,0.0,13000,West,Credit Card,Completed
ORD004014,2026-05-30,CUST00635,PROD003,Headphones,Electronics,1,3500,0.0,2100,East,UPI,Completed
ORD004015,2025-11-18,CUST00787,PROD002,Smartphone,Electronics,5,28000,0.0,95000,West,Credit Card,Completed
ORD004016,2025-05-05,CUST00176,PROD008,Shoes,Fashion,3,4500,5.0,7800,North,UPI,Returned
ORD004017,2025-12-27,CUST03107,PROD010,Watch,Accessories,1,5500,15.0,3100,East,UPI,Completed
ORD004018,2025-03-29,CUST00726,PROD005,Office Chair,Furniture,5,8500,15.0,26000,South,UPI,Completed
ORD004019,2025-01-14,CUST02365,PROD010,Watch,Accessories,3,5500,10.0,9300,East,Credit Card,Completed
ORD004020,2026-01-19,CUST01032,PROD002,Smartphone,Electronics,3,28000,15.0,57000,North,COD,Completed
ORD004021,2025-11-09,CUST02254,PROD009,T-Shirt,Fashion,1,1200,10.0,650,North,Debit Card,Completed
ORD004022,2026-04-05,CUST01924,PROD010,Watch,Accessories,1,5500,0.0,3100,East,Credit Card,Completed
ORD004023,2025-07-29,CUST01771,PROD003,Headphones,Electronics,1,3500,0.0,2100,West,UPI,Completed
ORD004024,2026-06-03,CUST02250,PROD002,Smartphone,Electronics,2,28000,0.0,38000,East,Debit Card,Completed
ORD004025,2025-09-13,CUST02649,PROD007,Backpack,Accessories,2,2200,5.0,2400,West,Debit Card,Completed
ORD004026,2026-03-24,CUST01937,PROD009,T-Shirt,Fashion,3,1200,10.0,1950,East,Debit Card,Cancelled
ORD004027,2025-03-02,CUST01634,PROD001,Laptop,Electronics,4,65000,20.0,192000,South,Debit Card,Completed
ORD004028,2025-02-28,CUST00442,PROD007,Backpack,Accessories,5,2200,15.0,6000,West,Debit Card,Completed
ORD004029,2026-05-22,CUST02488,PROD009,T-Shirt,Fashion,4,1200,0.0,2600,East,Credit Card,Completed
ORD004030,2026-07-27,CUST02946,PROD001,Laptop,Electronics,3,65000,0.0,144000,West,Credit Card,Completed
ORD004031,2025-07-17,CUST01006,PROD006,Desk,Furniture,5,12000,15.0,38000,North,UPI,Completed
ORD004032,2025-01-14,CUST01137,PROD001,Laptop,Electronics,3,65000,0.0,144000,East,Debit Card,Completed
ORD004033,2026-08-18,CUST02950,PROD002,Smartphone,Electronics,3,28000,5.0,57000,East,Debit Card,Completed
ORD004034,2026-01-01,CUST00507,PROD005,Office Chair,Furniture,2,8500,5.0,10400,North,UPI,Completed
ORD004035,2025-05-31,CUST00783,PROD004,Keyboard,Electronics,3,1800,0.0,3000,West,Credit Card,Completed
ORD004036,2026-04-09,CUST01665,PROD001,Laptop,Electronics,1,65000,10.0,48000,West,UPI,Completed
ORD004037,2026-07-03,CUST00642,PROD009,T-Shirt,Fashion,1,1200,0.0,650,South,Credit Card,Completed
ORD004038,2025-06-22,CUST00982,PROD003,Headphones,Electronics,5,3500,0.0,10500,West,Credit Card,Completed
ORD004039,2026-04-13,CUST01524,PROD009,T-Shirt,Fashion,1,1200,0.0,650,West,UPI,Completed
ORD004040,2026-04-24,CUST00490,PROD002,Smartphone,Electronics,3,28000,0.0,57000,South,COD,Completed
ORD004041,2025-11-01,CUST01512,PROD006,Desk,Furniture,1,12000,0.0,7600,East,UPI,Pending
ORD004042,2026-01-19,CUST02400,PROD008,Shoes,Fashion,4,4500,0.0,10400,West,UPI,Returned
ORD004043,2025-06-13,CUST03092,PROD005,Office Chair,,5,8500,20.0,26000,West,Credit Card,Completed
ORD004044,2026-07-19,CUST01376,PROD005,Office Chair,Furniture,3,8500,0.0,15600,North,Debit Card,Completed
ORD004045,2026-08-20,CUST03224,PROD008,Shoes,Fashion,1,4500,20.0,2600,West,Net Banking,Completed
ORD004046,2026-08-19,CUST03186,PROD001,Laptop,Electronics,1,65000,10.0,48000,West,Credit Card,Completed
ORD004047,2026-03-24,CUST00147,PROD009,T-Shirt,Fashion,4,1200,5.0,2600,South,Credit Card,Returned
ORD004048,2025-01-26,CUST01944,PROD007,Backpack,Accessories,1,2200,0.0,1200,North,Credit Card,Completed
ORD004049,2025-08-11,CUST01757,PROD008,Shoes,Fashion,2,4500,0.0,5200,East,Net Banking,Completed
ORD004050,2025-09-28,CUST01475,PROD005,Office Chair,Furniture,5,8500,10.0,26000,East,Debit Card,Completed
ORD004051,2026-08-06,CUST00494,PROD004,Keyboard,Electronics,3,1800,10.0,3000,East,Debit Card,Completed
ORD004052,2025-11-29,CUST00708,PROD006,Desk,Furniture,5,12000,10.0,38000,West,Debit Card,Completed
ORD004053,2025-11-22,CUST00509,PROD007,Backpack,Accessories,5,2200,0.0,6000,North,Net Banking,Completed
ORD004054,2025-03-31,CUST01787,PROD010,Watch,Accessories,4,5500,5.0,12400,North,Credit Card,Completed
ORD004055,2026-04-27,CUST01782,PROD009,T-Shirt,Fashion,5,1200,0.0,3250,West,Credit Card,Returned
ORD004056,2025-07-24,CUST00158,PROD001,Laptop,Electronics,1,65000,5.0,48000,North,UPI,Completed
ORD004057,2025-02-25,CUST02812,PROD002,Smartphone,Electronics,2,28000,0.0,38000,West,Credit Card,Completed
ORD004058,2026-08-23,CUST00197,PROD010,Watch,Accessories,2,5500,5.0,6200,West,Debit Card,Completed
ORD004059,2025-04-26,CUST00870,PROD004,Keyboard,Electronics,5,1800,5.0,5000,North,Debit Card,Completed
ORD004060,2025-01-10,CUST03403,PROD006,Desk,Furniture,4,12000,20.0,30400,North,UPI,Cancelled
ORD004061,2025-02-17,CUST03316,PROD001,Laptop,Electronics,2,65000,5.0,96000,South,Credit Card,Completed
ORD004062,2025-10-02,CUST00952,PROD002,Smartphone,Electronics,2,28000,10.0,38000,East,UPI,Completed
ORD004063,2025-03-04,CUST03322,PROD005,Office Chair,Furniture,5,8500,20.0,26000,East,Credit Card,Completed
ORD004064,2026-05-27,CUST03332,PROD008,Shoes,Fashion,5,4500,20.0,13000,West,UPI,Completed
ORD004065,2025-11-08,CUST01644,PROD008,Shoes,Fashion,1,4500,0.0,2600,South,COD,Completed
ORD004066,2025-07-16,CUST02629,PROD009,T-Shirt,Fashion,2,1200,15.0,1300,South,Credit Card,Completed
ORD004067,2025-01-02,CUST02644,PROD002,Smartphone,Electronics,3,28000,10.0,57000,South,Net Banking,Completed
ORD004068,2025-10-19,CUST01014,PROD003,Headphones,Electronics,2,3500,20.0,4200,South,Credit Card,Cancelled
ORD004069,2025-04-02,CUST02295,PROD006,Desk,Furniture,4,12000,20.0,30400,South,UPI,Completed
ORD004070,2026-08-17,CUST01779,PROD006,Desk,Furniture,4,12000,0.0,30400,South,UPI,Completed
ORD004071,2025-06-26,CUST01197,PROD001,Laptop,Electronics,5,65000,20.0,240000,North,Debit Card,Completed
ORD004072,2025-10-16,CUST00056,PROD005,Office Chair,Furniture,4,8500,10.0,20800,South,Net Banking,Completed
ORD004073,2025-01-12,CUST03282,PROD009,T-Shirt,Fashion,5,1200,5.0,3250,North,Credit Card,Completed
ORD004074,2025-03-21,CUST02596,PROD002,Smartphone,Electronics,2,28000,10.0,38000,West,UPI,Completed
ORD004075,2025-05-06,CUST01031,PROD009,T-Shirt,Fashion,2,1200,5.0,1300,East,Net Banking,Completed
ORD004076,2025-02-01,CUST02986,PROD005,Office Chair,Furniture,2,8500,5.0,10400,South,COD,Completed
ORD004077,2026-03-17,CUST03425,PROD006,Desk,Furniture,5,12000,0.0,38000,South,Credit Card,Completed
ORD004078,2026-07-28,CUST02737,PROD007,Backpack,Accessories,4,2200,0.0,4800,South,Debit Card,Pending
ORD004079,2026-08-22,CUST01247,PROD008,Shoes,Fashion,2,4500,20.0,5200,East,Credit Card,Completed
ORD004080,2025-06-11,CUST02938,PROD007,Backpack,Accessories,4,2200,15.0,4800,West,Credit Card,Cancelled
ORD004081,2026-04-24,CUST02609,PROD002,Smartphone,Electronics,2,28000,10.0,38000,North,Credit Card,Completed
ORD004082,2025-11-02,CUST01227,PROD003,Headphones,Electronics,2,3500,0.0,4200,East,COD,Returned
ORD004083,2025-01-28,CUST02271,PROD009,T-Shirt,Fashion,1,1200,5.0,650,North,UPI,Returned
ORD004084,2025-02-25,CUST00120,PROD001,Laptop,Electronics,5,65000,5.0,240000,East,UPI,Completed
ORD004085,2025-11-29,CUST01200,PROD008,Shoes,Fashion,2,4500,15.0,5200,West,Credit Card,Completed
ORD004086,2025-09-15,CUST01037,PROD006,Desk,Furniture,4,12000,0.0,30400,South,UPI,Completed
ORD004087,2025-01-06,CUST00929,PROD002,Smartphone,Electronics,1,28000,5.0,19000,South,UPI,Completed
ORD004088,2026-07-19,CUST01662,PROD002,Smartphone,Electronics,1,28000,10.0,19000,East,Debit Card,Completed
ORD004089,2026-03-20,CUST00309,PROD010,Watch,Accessories,4,5500,20.0,12400,West,Debit Card,Cancelled
ORD004090,2025-11-01,CUST00810,PROD001,Laptop,Electronics,1,65000,20.0,48000,East,Net Banking,Completed
ORD004091,2026-08-23,CUST02938,PROD001,Laptop,Electronics,1,65000,20.0,48000,North,UPI,Completed
ORD004092,2026-08-13,CUST02123,PROD001,Laptop,Electronics,2,65000,15.0,96000,West,Credit Card,Completed
ORD004093,2026-08-15,CUST01521,PROD007,Backpack,Accessories,3,2200,15.0,3600,South,Debit Card,Completed
ORD004094,2025-06-07,CUST01384,PROD010,Watch,Accessories,1,5500,0.0,3100,North,Credit Card,Completed
ORD004095,2026-06-19,CUST01410,PROD002,Smartphone,Electronics,1,28000,0.0,19000,North,Debit Card,Completed
ORD004096,2025-11-03,CUST02885,PROD008,Shoes,Fashion,2,4500,5.0,5200,South,UPI,Completed
ORD004097,2026-03-17,CUST01263,PROD008,Shoes,Fashion,4,4500,10.0,10400,West,Credit Card,Completed
ORD004098,2026-06-06,CUST02217,PROD003,Headphones,Electronics,1,3500,0.0,2100,East,Net Banking,Completed
ORD004099,2025-04-10,CUST02748,PROD001,Laptop,Electronics,2,65000,0.0,96000,West,UPI,Completed
ORD004100,2025-09-30,CUST01828,PROD005,Office Chair,Furniture,1,8500,10.0,5200,South,Debit Card,Completed
ORD004101,2025-03-20,CUST02604,PROD001,Laptop,Electronics,2,65000,15.0,96000,West,Debit Card,Completed
ORD004102,2025-06-19,CUST01067,PROD002,Smartphone,Electronics,2,28000,5.0,38000,North,UPI,Cancelled
ORD004103,2025-09-09,CUST02749,PROD005,Office Chair,Furniture,4,8500,15.0,20800,West,Credit Card,Completed
ORD004104,2026-06-04,CUST03305,PROD009,T-Shirt,Fashion,1,1200,0.0,650,West,Credit Card,Completed
ORD004105,2026-06-08,CUST02472,PROD010,Watch,Accessories,5,5500,15.0,15500,North,UPI,Returned
ORD004106,2025-08-25,CUST03324,PROD007,Backpack,Accessories,2,2200,5.0,2400,West,Net Banking,Completed
ORD004107,2025-07-19,CUST02704,PROD003,Headphones,Electronics,5,3500,10.0,10500,East,COD,Completed
ORD004108,2025-11-19,CUST01536,PROD004,Keyboard,Electronics,4,1800,10.0,4000,South,Debit Card,Completed
ORD004109,2026-07-08,CUST03020,PROD007,Backpack,Accessories,2,2200,0.0,2400,North,Credit Card,Completed
ORD004110,2026-08-16,CUST00109,PROD002,Smartphone,Electronics,2,28000,10.0,38000,North,UPI,Completed
ORD004111,2025-05-18,CUST01315,PROD006,Desk,Furniture,5,12000,5.0,38000,West,Net Banking,Completed
ORD004112,2025-04-24,CUST03491,PROD008,Shoes,Fashion,5,4500,10.0,13000,East,Credit Card,Completed
ORD004113,2026-03-06,CUST02614,PROD009,T-Shirt,Fashion,4,1200,20.0,2600,West,Debit Card,Completed
ORD004114,2025-07-02,CUST01949,PROD001,Laptop,Electronics,1,65000,10.0,48000,South,UPI,Completed
ORD004115,2025-05-02,CUST00331,PROD003,Headphones,Electronics,5,3500,10.0,10500,South,UPI,Completed
ORD004116,2025-01-19,CUST00300,PROD003,Headphones,Electronics,3,3500,15.0,6300,South,Credit Card,Completed
ORD004117,2025-09-02,CUST02846,PROD006,Desk,Furniture,1,12000,0.0,7600,South,Credit Card,Completed
ORD004118,2025-08-26,CUST02498,PROD002,Smartphone,Electronics,5,28000,5.0,95000,South,Credit Card,Completed
ORD004119,2025-12-08,CUST00542,PROD010,Watch,Accessories,1,5500,15.0,3100,North,Credit Card,Completed
ORD004120,2025-05-02,CUST03068,PROD010,Watch,Accessories,2,5500,10.0,6200,South,Net Banking,Completed
ORD004121,2026-03-10,CUST03060,PROD004,Keyboard,Electronics,1,1800,20.0,1000,West,UPI,Completed
ORD004122,2026-02-17,CUST00939,PROD005,Office Chair,Furniture,3,8500,5.0,15600,South,Debit Card,Completed
ORD004123,2025-10-08,CUST03398,PROD005,Office Chair,Furniture,5,8500,0.0,26000,West,Debit Card,Completed
ORD004124,2025-04-21,CUST00998,PROD001,Laptop,Electronics,1,65000,20.0,48000,West,UPI,Cancelled
ORD004125,2025-11-04,CUST03244,PROD009,T-Shirt,Fashion,1,1200,0.0,650,East,COD,Completed
ORD004126,2026-02-14,CUST00306,PROD008,Shoes,Fashion,5,4500,0.0,13000,North,UPI,Completed
ORD004127,2025-08-15,CUST02982,PROD004,Keyboard,Electronics,1,1800,10.0,1000,South,Credit Card,Pending
ORD004128,2025-06-09,CUST01351,PROD006,Desk,Furniture,1,12000,15.0,7600,South,Net Banking,Completed
ORD004129,2025-11-04,CUST02215,PROD004,Keyboard,Electronics,3,1800,20.0,3000,South,Net Banking,Pending
ORD004130,2025-08-04,CUST02110,PROD003,Headphones,Electronics,2,3500,0.0,4200,North,UPI,Completed
ORD004131,2025-09-01,CUST00804,PROD004,Keyboard,Electronics,5,1800,0.0,5000,North,Credit Card,Completed
ORD004132,2025-07-31,CUST03196,PROD002,Smartphone,Electronics,1,28000,15.0,19000,North,UPI,Completed
ORD004133,2025-07-04,CUST01129,PROD009,T-Shirt,Fashion,3,1200,0.0,1950,North,UPI,Completed
ORD004134,2026-03-12,CUST01277,PROD007,Backpack,Accessories,5,2200,5.0,6000,West,Debit Card,Completed
ORD004135,2025-10-07,CUST02180,PROD010,Watch,Accessories,4,5500,5.0,12400,West,Credit Card,Completed
